,name,lat,long,address,city,website_1,id_tripadvisor,web,phone,review_write,ranking_str,rate,operation,rating_details,image
93,MINNEAPOLIS COLLEGE OF ART AND DESIGN GALLERY,44.95679,-93.27462,2501 STEVENS AVENUE,MINNEAPOLIS,HTTP://MCAD.EDU,107544,http://new.artsmia.org,+1 888-642-2787,https://www.tripadvisor.com/UserReview-g43323-d107544-Minneapolis_Institute_of_Art-Minneapolis_Minnesota.html?m=66827,#1 of 463 things to do in Minneapolis,5,"Monday: Closed,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 21:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 10:00 - 17:00","1: 4,2: 9,3: 38,4: 347,5: 1996",https://media-cdn.tripadvisor.com/media/photo-f/0c/ab/dc/41/20160821-110538-largejpg.jpg
94,MSUM ART GALLERY,46.87091,-96.7565,1104 7TH AVE S,MOORHEAD,HTTP://WWW.MNSTATE.EDU/CUSTOM404.ASPX?ASPXERRORPATH=/ART/GALLERY.ASPX,1580399,http://www.facebook.com/RourkeArts,+1 218-236-8861,https://www.tripadvisor.com/UserReview-g43335-d1580399-Rourke_Art_Gallery-Moorhead_Minnesota.html?m=66827,#6 of 30 things to do in Moorhead,4,FALSE,"1: 1,2: 0,3: 0,4: 3,5: 4",
95,NORMANDALE FINE ARTS GALLERY,44.83063,-93.33192,9700 FRANCE AVE S,BLOOMINGTON,HTTP://WWW.NORMANDALE.EDU/COMMUNITY/FINE-ARTS-GALLERY,566206,http://www.normandale.edu/community/japanese-garden,+1 952-487-8145,https://www.tripadvisor.com/UserReview-g42881-d566206-Normandale_Japanese_Garden-Bloomington_Minnesota.html?m=66827,#7 of 26 things to do in Bloomington,4.5,FALSE,"1: 0,2: 1,3: 4,4: 26,5: 48",https://media-cdn.tripadvisor.com/media/photo-f/14/06/cd/c5/normandale-japanese-garden.jpg
96,OLSON GALLERY,45.05532,-93.15714,3900 BETHEL DR,SAINT PAUL,NA,27009422,https://www.unwsp.edu/academics/schools-and-departments/department-of-art-design/denler-gallery,+1 651-286-7570,https://www.tripadvisor.com/UserReview-g43501-d27009422-Denler_Gallery-Saint_Paul_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
97,PAUL WATKINS ART GALLERY,44.03635,-91.64616,8TH AND JOHNSON ST,WINONA,NA,2173289,http://www.watkinsonline.com/contentF.cfm?gCatalogLocale=USA&Area=Facilities,+1 507-457-3300,https://www.tripadvisor.com/UserReview-g43648-d2173289-Watkins_Museum_and_Store-Winona_Minnesota.html?m=66827,#5 of 37 things to do in Winona,4.5,FALSE,"1: 0,2: 1,3: 13,4: 45,5: 45",https://media-cdn.tripadvisor.com/media/photo-f/14/7d/25/88/main-entrance-stained.jpg
98,RAMSEY GALLERY,47.48285,-94.87558,1500 BIRCHMONT DR,BEMIDJI,HTTP://WWW.BEMIDJISTATE.EDU/ACADEMICS/DEPARTMENTS/TECHNOLOGY-ART-DESIGN/,27017966,http://gallerynorthbemidji.com,+1 218-444-9813,https://www.tripadvisor.com/UserReview-g42863-d27017966-Gallery_North-Bemidji_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
99,SCHAEFER GALLERY,44.32201,-93.96866,800 WEST COLLEGE AVENUE,ST PETER,HTTPS://GUSTAVUS.EDU/ART/SCHAEFER.PHP,27017439,http://stonesthrowgallery.org/,+1 507-934-5655,https://www.tripadvisor.com/UserReview-g43503-d27017439-Stones_Throw_Gallery-Saint_Peter_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
100,SJU ART GALLERY,45.57334,-94.36831,2850 ABBEY PLAZA,COLLEGEVILLE,HTTP://WWW.CSBSJU.EDU/NEWS/SJU-ART-GALLERY-EXHIBITS,18917704,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g29614-d18917704-DANCING_PINES_SUITE_near_SJU_CSB_Wobegon_Trail-Avon_Minnesota.html?m=66827,FALSE,FALSE,FALSE,"1: 0,2: 0,3: 0,4: 0,5: 33",
101,SMSU ART MUSEUM,44.45779,-95.77595,1501 STATE ST,MARSHALL,NA,27079834,http://www.lyoncomuseum.org,+1 507-537-6580,https://www.tripadvisor.com/UserReview-g43298-d27079834-Lyon_County_Museum_Marshall_MN-Marshall_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
102,SOEFFKER GALLERY,44.96647,-93.16791,1536 HEWITT AVENUE,SAINT PAUL,HTTP://WWW.HAMLINE.EDU/CLA/STUDIO-ARTS/SOEFFKER-GALLERY/,17378805,http://newstudiogallery.com,+1 651-207-5527,https://www.tripadvisor.com/UserReview-g43501-d17378805-NewStudio_Gallery-Saint_Paul_Minnesota.html?m=66827,FALSE,FALSE,"Monday: 10:00 - 16:00,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: Closed,Sunday: Closed",FALSE,https://media-cdn.tripadvisor.com/media/photo-f/17/be/43/45/newstudio-gallery-hosts.jpg
103,TALLEY GALLERY,47.49622,-94.86998,16TH AND BIRCHMONT DRIVE,BEMIDJI,HTTP://WWW.BEMIDJISTATE.EDU/ACADEMICS/DEPARTMENTS/TECHNOLOGY-ART-DESIGN/,27017966,http://gallerynorthbemidji.com,+1 218-444-9813,https://www.tripadvisor.com/UserReview-g42863-d27017966-Gallery_North-Bemidji_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
104,TWEED MUSEUM OF ART,46.81652,-92.08446,1201 ORDEAN COURT,DULUTH,NA,6650871,http://www.d.umn.edu/tma,+1 218-726-8222,https://www.tripadvisor.com/UserReview-g43018-d6650871-Tweed_Museum_of_Art-Duluth_Minnesota.html?m=66827,#40 of 106 things to do in Duluth,4.5,"Monday: Closed,Tuesday: 10:00 - 19:00,Wednesday: 10:00 - 15:30,Thursday: 10:00 - 15:30,Friday: Closed,Saturday: Closed,Sunday: Closed","1: 0,2: 0,3: 0,4: 7,5: 12",https://media-cdn.tripadvisor.com/media/photo-f/06/b1/2d/0b/tweed-museum-of-art.jpg
105,WAAGE FINE ARTS GALLERY,46.2871,-96.09996,1414 COLLEGE WAY,FERGUS FALLS,HTTP://WWW.MINNESOTA.EDU/?ID=10591,25396299,http://www.kaddatzgalleries.org,+1 218-998-4405,https://www.tripadvisor.com/UserReview-g43066-d25396299-Kaddatz_Galleries-Fergus_Falls_Minnesota.html?m=66827,FALSE,FALSE,"Monday: Closed,Tuesday: 12:00 - 17:00,Wednesday: 12:00 - 17:00,Thursday: 12:00 - 19:00,Friday: 12:00 - 17:00,Saturday: 12:00 - 17:00,Sunday: Closed",FALSE,https://media-cdn.tripadvisor.com/media/photo-f/28/95/4b/97/a-view-of-our-gallery.jpg
106,YLVISAKER FINE ARTS CENTER,44.16604,-93.99132,700 LUTHER DR,MANKATO,HTTP://WWW.BLC.EDU/ART,3164201,http://thecarnegiemankato.com/,+1 507-625-2730,https://www.tripadvisor.com/UserReview-g43286-d3164201-Carnegie_Art_Center-Mankato_Minnesota.html?m=66827,#9 of 44 things to do in Mankato,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 13:00 - 19:00,Friday: 13:00 - 16:00,Saturday: 11:00 - 17:00,Sunday: Closed","1: 0,2: 0,3: 1,4: 7,5: 9",https://media-cdn.tripadvisor.com/media/photo-f/07/2e/0c/93/carnegie-art-center.jpg
107,JOHN R ROACH CENTER FOR THE LIBERAL ARTS,44.94161,-93.18959,2115 SUMMIT AVE,SAINT PAUL,NA,12281222,http://celticjunction.org,+1 651-330-4685,https://www.tripadvisor.com/UserReview-g43501-d12281222-Celtic_Junction_Arts_Center-Saint_Paul_Minnesota.html?m=66827,#100 of 232 things to do in Saint Paul,5,FALSE,"1: 0,2: 0,3: 0,4: 0,5: 1",
108,VIRGINIA HERITAGE MUSEUM,47.51565,-92.54624,800 9TH AVE N,VIRGINIA,HTTP://VIRGINIAMNMUSEUM.COM/,8364588,http://www.virginiamnmuseum.com/,+1 218-741-1136,https://www.tripadvisor.com/UserReview-g43600-d8364588-Heritage_Museum-Virginia_Minnesota.html?m=66827,#3 of 14 things to do in Virginia,4.5,FALSE,"1: 0,2: 0,3: 0,4: 5,5: 4",https://media-cdn.tripadvisor.com/media/photo-f/08/74/96/86/heritage-museum.jpg
109,VASA MUSEUM,44.56373,-92.73757,15235 NORELIUS RD,WELCH,HTTP://VASALUTHERAN.ORG/ROOT/../CONTENT/,12570639,http://www.andersoncenter.org/,+1 651-388-2009,https://www.tripadvisor.com/UserReview-g43452-d12570639-Anderson_Center_at_Tower_View-Red_Wing_Minnesota.html?m=66827,#12 of 24 things to do in Red Wing,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: 11:00 - 16:00,Thursday: 11:00 - 16:00,Friday: 11:00 - 16:00,Saturday: 11:00 - 16:00,Sunday: Closed","1: 0,2: 0,3: 1,4: 4,5: 3",https://media-cdn.tripadvisor.com/media/photo-f/27/68/ca/5f/horse-sculpture-and-namesake.jpg
110,TRAINS AT BANDANA,44.97107,-93.15256,1021 BANDANA BLVD E,SAINT PAUL,HTTP://WWW.TCMRM.ORG/,95680,https://www.tripadvisor.com/Hotel_Review-g43501-d95680-Reviews-Best_Western_Plus_Como_Park_Hotel-Saint_Paul_Minnesota.html?m=66827,18005688520,https://www.tripadvisor.com/UserReview-g43501-d95680-Best_Western_Plus_Como_Park_Hotel-Saint_Paul_Minnesota.html?m=66827,#12 of 19 hotels in Saint Paul,3.5,"Monday: 00:00 - 00:00,Tuesday: 00:00 - 00:00,Wednesday: 00:00 - 00:00,Thursday: 00:00 - 00:00,Friday: 00:00 - 00:00,Saturday: 00:00 - 00:00,Sunday: 00:00 - 00:00","1: 106,2: 89,3: 125,4: 241,5: 271",https://media-cdn.tripadvisor.com/media/photo-f/2b/58/91/f8/exterior.jpg
111,STONE HOUSE MUSEUM,45.20045,-92.77198,241 5TH ST,MARINE ON SAINT CROIX,NA,27079722,https://www.facebook.com/1487625398225325,+1 651-433-3636,https://www.tripadvisor.com/UserReview-g43296-d27079722-Stone_House_Museum-Marine_on_Saint_Croix_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
112,SLEEPY EYE DEPOT MUSEUM,44.29814,-94.72425,100 OAK ST NW,SLEEPY EYE,NA,43530,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-i/28/1f/9e/f4/sleepy-eye-gala.jpg
113,SPAM MUSEUM,43.67587,-92.97472,1101 N MAIN ST,AUSTIN,HTTP://WWW.SPAM.COM,4491862,http://www.bandjbarandgrill.com,+1 507-433-9830,https://www.tripadvisor.com/UserReview-g29612-d4491862-B_J_Bar_and_Grill-Austin_Minnesota.html?m=66827,#9 of 68 Places to Eat in Austin,4.5,"Monday: 10:30 - 00:00,Tuesday: 10:30 - 00:00,Wednesday: 10:30 - 00:00,Thursday: 10:30 - 00:00,Friday: 10:30 - 01:00,Saturday: 10:30 - 01:00,Sunday: 10:30 - 22:00","1: 0,2: 1,3: 5,4: 18,5: 26",https://media-cdn.tripadvisor.com/media/photo-f/1b/83/a0/6c/img-20200706-133759-2.jpg
114,SCHUBERT CLUB MUSEUM,44.94522,-93.09663,75 5TH ST W,SAINT PAUL,NA,561673,http://schubert.org/museum/,+1 651-292-3267,https://www.tripadvisor.com/UserReview-g43501-d561673-Schubert_Club_Museum-Saint_Paul_Minnesota.html?m=66827,#53 of 232 things to do in Saint Paul,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: 12:00 - 16:00,Thursday: 12:00 - 19:00,Friday: 12:00 - 16:00,Saturday: Closed,Sunday: 12:00 - 16:00","1: 0,2: 2,3: 0,4: 11,5: 10",https://media-cdn.tripadvisor.com/media/photo-f/03/cd/50/ac/schubert-club-museum.jpg
115,STEVENS JOHN H INTERPRETIVE HOUSE MUSEUM,44.90584,-93.23575,4901 MINNEHAHA AVE,MINNEAPOLIS,HTTP://WWW.JOHNHSTEVENSHOUSE.ORG,560554,http://www.johnhstevenshouse.org,+1 612-722-2220,https://www.tripadvisor.com/UserReview-g43323-d560554-John_H_Stevens_House_Museum-Minneapolis_Minnesota.html?m=66827,#150 of 463 things to do in Minneapolis,3.5,"Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: Closed,Friday: Closed,Saturday: Closed,Sunday: 10:00 - 16:00","1: 0,2: 0,3: 5,4: 3,5: 0",https://media-cdn.tripadvisor.com/media/photo-f/10/44/0a/4f/beautiful-setting.jpg
116,SAM BROWN LOG CABIN,45.59523,-96.83755,796 W BROADWAY,BROWNS VALLEY,NA,42906,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
117,OLD DEPOT MUSEUM,45.08106,-94.29786,651 PARKER AVE W,DASSEL,HTTP://WWW.THEOLDDEPOT.COM,1584466,http://dassel.com/DAHS/dahs.htm,+1 320-275-3077,https://www.tripadvisor.com/UserReview-g42998-d1584466-Dassel_Area_Historical_Society_Ergot_Museum-Dassel_Minnesota.html?m=66827,#1 of 6 things to do in Dassel,4.5,FALSE,"1: 0,2: 0,3: 0,4: 6,5: 7",https://media-cdn.tripadvisor.com/media/photo-f/15/90/73/a1/dassel-history-museum.jpg
118,ORIGINAL BASEBALL HALL OF FAME,44.97549,-93.2561,910 S 3RD ST,MINNEAPOLIS,HTTP://WWW.DOMEPLUS.COM,12227841,http://www.minnesotaorchestra.org/about/plan-your-visit/about-orchestra-hall,+1 612-371-5600,https://www.tripadvisor.com/UserReview-g43323-d12227841-Orchestra_Hall-Minneapolis_Minnesota.html?m=66827,#67 of 463 things to do in Minneapolis,5,FALSE,"1: 0,2: 0,3: 0,4: 3,5: 12",https://media-cdn.tripadvisor.com/media/photo-f/0f/8b/c5/04/this-wonderful-concert.jpg
119,PETERSON STATION MUSEUM,43.78642975,-91.83246465,228 MILL ST,PETERSON,HTTP://WWW.CHILDRENSMUSEUMINEASTON.ORG/HOME0.ASPX,43423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-i/24/51/82/d3/enjoy-our-outdoor-space.jpg
120,PLAINVIEW AREA HISTORY CENTER,44.16481,-92.1714,40 4TH ST SW,PLAINVIEW,NA,27044246,http://www.plainviewareahistorycenter.org,+1 507-534-4173,https://www.tripadvisor.com/UserReview-g43429-d27044246-Plainview_Area_History_Center-Plainview_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
121,RED BARON MUSEUM,44.43679,-95.8009,1632 W COLLEGE DR,MARSHALL,HTTP://WWW.REDBARON.COM/MUSEUM/,27034972,https://redbaronarena.com/,+1 507-537-1865,https://www.tripadvisor.com/UserReview-g43298-d27034972-Red_Baron_Arena_Expo-Marshall_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
122,PERLMAN TEACHING MUSEUM,44.45728,-93.15577,CARLETON COLLEGE ONE NORTH COLLEGE STREET,NORTHFIELD,HTTP://APPS.CARLETON.EDU/MUSEUM/,257004,http://www.northfieldhistory.org,+1 507-645-9268,https://www.tripadvisor.com/UserReview-g43379-d257004-Northfield_Historical_Society_Museum_and_Historic_Bank_Site-Northfield_Minnesota.html?m=66827,#1 of 16 things to do in Northfield,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: 10:00 - 16:00,Sunday: Closed","1: 0,2: 0,3: 7,4: 23,5: 54",https://media-cdn.tripadvisor.com/media/photo-f/0e/d7/b6/35/entrance-to-the-historic.jpg
123,POLARIS EXPERIENCE CENTER,48.84514,-95.76844,205 5TH AVE SW,ROSEAU,HTTP://WWW.POLARIS.COM/EN-US/HOME.ASPX,2534505,http://www.polarisindustries.com/en-us/OurCompany/AboutPolaris/Pages/PolarisExperienceCenter.aspx,+1 218-463-4999,https://www.tripadvisor.com/UserReview-g43475-d2534505-Polaris_Experience_Center-Roseau_Minnesota.html?m=66827,#1 of 15 things to do in Roseau,4,"Monday: 11:00 - 18:00,Tuesday: 11:00 - 18:00,Wednesday: 11:00 - 18:00,Thursday: 11:00 - 18:00,Friday: 11:00 - 19:00,Saturday: 11:00 - 17:00,Sunday: Closed","1: 1,2: 0,3: 4,4: 10,5: 11",https://media-cdn.tripadvisor.com/media/photo-f/1d/c9/06/51/outside.jpg
124,MILLE LACS INDIAN MUSEUM AND TRADING POST,46.18279,-93.75221,43411 OODENA DR,ONAMIA,NA,142995,http://mnhs.org/millelacs,+1 320-532-3632,https://www.tripadvisor.com/UserReview-g43396-d142995-Mille_Lacs_Indian_Museum_and_Trading_Post-Onamia_Minnesota.html?m=66827,#1 of 8 things to do in Onamia,4.5,FALSE,"1: 1,2: 1,3: 1,4: 11,5: 41",https://media-cdn.tripadvisor.com/media/photo-f/0a/c4/e1/0f/mille-lacs-indian-museum.jpg
125,MUSEUM LOUVRE IT OR LEAVE IT,44.97659,-93.26941,608 2ND AVE S,MINNEAPOLIS,HTTP://LOUVREITORLEAVEIT.COM/,12337507,https://www.facebook.com/pages/Museum%20Louvre%20IT%20or%20Leave%20IT/115718171790747/,+1 612-337-1041,https://www.tripadvisor.com/UserReview-g43323-d12337507-Museum_Louvre_It_or_Leave_It-Minneapolis_Minnesota.html?m=66827,#141 of 463 things to do in Minneapolis,4,FALSE,"1: 0,2: 1,3: 0,4: 0,5: 2",https://media-cdn.tripadvisor.com/media/photo-f/0f/11/de/05/photo8jpg.jpg
126,MINNESOTA'S MUSEUM METROPOLIS,45.02679,-93.08652,336 LABORE RD,SAINT PAUL,NA,43262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
127,MINNESOTA STREETCAR MUSEUM,44.90491,-93.57439,328 LAKE ST,EXCELSIOR,NA,43056,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/0c/dd/78/e2/here-it-comes.jpg
128,MINNESOTA BASEBALL HALL OF FAME,45.51593,-94.15461,10 4TH AVE S,SAINT CLOUD,NA,95435,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g43493-d95435-Travelodge_by_Wyndham_Motel_of_St_Cloud-Saint_Cloud_Minnesota.html?m=66827,#13 of 19 hotels in Saint Cloud,3.5,FALSE,"1: 26,2: 33,3: 68,4: 95,5: 63",https://media-cdn.tripadvisor.com/media/photo-f/1d/10/a1/d5/welcome-to-the-travelodge.jpg
129,LAKE SUPERIOR MUSEUM OF TRANSPORTATION,46.78168,-92.10391,506 W MICHIGAN ST,DULUTH,HTTP://WWW.LSRM.ORG,1097499,https://www.facebook.com/lakesuperiorrailroadmuseum/,+1 218-733-7590,https://www.tripadvisor.com/UserReview-g43018-d1097499-Lake_Superior_Railroad_Museum-Duluth_Minnesota.html?m=66827,#8 of 106 things to do in Duluth,4.5,"Monday: 10:00 - 17:00,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 17:00,Sunday: 13:00 - 17:00","1: 3,2: 4,3: 35,4: 121,5: 304",https://media-cdn.tripadvisor.com/media/photo-f/1c/a4/f0/57/front-and-center-in-the.jpg
130,ITOW VETERANS MUSEUM,46.59918,-95.58173,805 W MAIN ST,PERHAM,HTTP://WWW.ITOWMUSEUM.ORG,2423264,http://www.historymuseumeot.com,+1 218-346-7676,https://www.tripadvisor.com/UserReview-g43421-d2423264-History_Museum_of_East_Otter_Tail_County-Perham_Minnesota.html?m=66827,#3 of 9 things to do in Perham,4,"Monday: Closed,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: 09:00 - 13:00,Sunday: Closed","1: 0,2: 0,3: 2,4: 0,5: 3",
131,IRON HORSE CENTRAL RR MUSEUM,45.30829,-92.848,24880 MORGAN AVE,CHISAGO CITY,HTTPS://WWW.FACEBOOK.COM/PAGES/IRONHORSE-RAILROAD-PARK/332652000149588,4747504,http://www.gammelgardenmuseum.org,+1 651-433-5053,https://www.tripadvisor.com/UserReview-g43513-d4747504-Gammelgarden_Museum-Scandia_Minnesota.html?m=66827,#1 of 5 things to do in Scandia,5,"Monday: 10:00 - 16:00,Tuesday: 10:00 - 16:00,Wednesday: 10:00 - 16:00,Thursday: 10:00 - 16:00,Friday: 10:00 - 16:00,Saturday: 10:00 - 16:00,Sunday: 13:00 - 16:00","1: 0,2: 0,3: 0,4: 3,5: 20",https://media-cdn.tripadvisor.com/media/photo-f/06/27/f9/77/newly-restored-ladugard.jpg
132,KREMER HOUSE LIBRARY AND MUSEUM,43.84299,-93.83251,317 MAIN ST N,MINNESOTA LAKE,NA,5845744,https://www.facebook.com/The-Great-Escape-Bar-Grill-194659687240331/,+1 507-462-3500,https://www.tripadvisor.com/UserReview-g43326-d5845744-The_Great_Escape_Bar_Grill-Minnesota_Lake_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
133,HUMPHREY FORUM,44.97603,-93.23779,301 19TH AVENUE SOUTH,MINNEAPOLIS,NA,27043906,http://ci.champlin.mn.us,+1 763-923-7163,https://www.tripadvisor.com/UserReview-g42938-d27043906-Champlin_Ice_Forum-Champlin_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
134,GIBBS MUSEUM OF PIONEER AND DAKOTA LIFE,44.99177,-93.18866,2097 LARPENTEUR AVE W,SAINT PAUL,HTTP://WWW.RCHS.COM/GBBSFM2.HTM,561665,http://rchs.com,+1 651-646-8629,https://www.tripadvisor.com/UserReview-g43501-d561665-Gibbs_Farm-Saint_Paul_Minnesota.html?m=66827,#52 of 232 things to do in Saint Paul,4.5,"Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: Closed,Friday: Closed,Saturday: 10:00 - 16:00,Sunday: Closed","1: 0,2: 0,3: 2,4: 8,5: 12",https://media-cdn.tripadvisor.com/media/photo-f/1c/dc/38/09/the-schoolhouse-farmhouse.jpg
135,GREYHOUND BUS MUSEUM,47.43659,-92.93906,1201 GREYHOUND BLVD,HIBBING,HTTP://GREYHOUNDBUSMUSEUM.ORG,117305,http://www.greyhoundbusmuseum.org/,+1 218-263-5814,https://www.tripadvisor.com/UserReview-g43160-d117305-Greyhound_Bus_Museum-Hibbing_Minnesota.html?m=66827,#2 of 18 things to do in Hibbing,4,"Monday: 09:00 - 17:00,Tuesday: 09:00 - 17:00,Wednesday: 09:00 - 17:00,Thursday: 09:00 - 17:00,Friday: 09:00 - 17:00,Saturday: 09:00 - 17:00,Sunday: Closed","1: 1,2: 3,3: 9,4: 32,5: 23",https://media-cdn.tripadvisor.com/media/photo-f/0c/74/83/a9/photo0jpg.jpg
136,GOLDSTEIN MUSEUM OF DESIGN,44.98428,-93.17746,1985 BUFORD AVE,SAINT PAUL,HTTP://GOLDSTEIN.DESIGN.UMN.EDU,27068972,https://campsite.bio/goldsteinmuseum,+1 612-624-7434,https://www.tripadvisor.com/UserReview-g43060-d27068972-Goldstein_Museum_of_Design-Falcon_Heights_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
137,FOREST HISTORY CENTER-MINNESOTA,47.22427,-93.56993,2609 COUNTY ROAD 76,GRAND RAPIDS,HTTP://WWW.MNHS.ORG/,142996,http://www.mnhs.org/foresthistory,+1 218-327-4482,https://www.tripadvisor.com/UserReview-g43118-d142996-Forest_History_Center-Grand_Rapids_Minnesota.html?m=66827,#1 of 16 things to do in Grand Rapids,5,FALSE,"1: 1,2: 0,3: 2,4: 23,5: 99",https://media-cdn.tripadvisor.com/media/photo-f/0a/c3/c0/c8/forest-history-center.jpg
138,FULDA DEPOT MUSEUM,43.86978,-95.60036,105 FRONT ST W,FULDA,NA,27049000,https://www.facebook.com/117661174920472,+1 507-425-2201,https://www.tripadvisor.com/UserReview-g43090-d27049000-Fulda_Depot_Museum-Fulda_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
139,HEEN FARMS AND MUSEUM,44.87184,-95.46385,88583 COUNTY ROAD 37,MAYNARD,NA,19841027,http://www.volsteadhouse.org,FALSE,https://www.tripadvisor.com/UserReview-g43120-d19841027-Andrew_Volstead_House_Museum-Granite_Falls_Minnesota.html?m=66827,#11 of 15 things to do in Granite Falls,FALSE,FALSE,FALSE,https://media-cdn.tripadvisor.com/media/photo-f/1a/8d/54/6e/getting-ready-to-be-on.jpg
140,GRAND PORTAGE NATIONAL MONUMENT,47.95887,-89.68832,170 MILE CREEK RD,GRAND PORTAGE,HTTP://WWW.NPS.GOV/GRPO/PLANYOURVISIT/DIRECTIONS.HTM,143160,http://www.nps.gov/grpo/planyourvisit/directions.htm,+1 218-475-0123,https://www.tripadvisor.com/UserReview-g43117-d143160-Grand_Portage_National_Monument-Grand_Portage_Minnesota.html?m=66827,#2 of 9 things to do in Grand Portage,5,FALSE,"1: 0,2: 1,3: 5,4: 60,5: 290",https://media-cdn.tripadvisor.com/media/photo-f/0d/22/56/e3/photo7jpg.jpg
141,FOLSOM HOUSE MUSEUM,45.40075,-92.65428,272 W GOVERNMENT ST,TAYLORS FALLS,NA,8856094,http://sites.mnhs.org/historic-sites/folsom-house,+1 651-465-3125,https://www.tripadvisor.com/UserReview-g43567-d8856094-Folsom_House-Taylors_Falls_Minnesota.html?m=66827,#8 of 12 things to do in Taylors Falls,5,"Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: Closed,Friday: 13:00 - 17:00,Saturday: 13:00 - 17:00,Sunday: 13:00 - 17:00","1: 0,2: 0,3: 0,4: 1,5: 7",https://media-cdn.tripadvisor.com/media/photo-f/0d/71/a6/f2/folsom-house.jpg
142,GREAT NORTHERN DEPOT,47.49622,-94.86998,MINNESOTA AVE,BEMIDJI,NA,27069247,http://www.northernamusement.com,+1 218-751-5779,https://www.tripadvisor.com/UserReview-g42863-d27069247-Northern_Amusement-Bemidji_Minnesota.html?m=66827,FALSE,FALSE,FALSE,FALSE,
143,FINN CREEK MUSEUM,46.53037,-95.37068,55442 340TH ST,NEW YORK MILLS,HTTP://FINNCREEK.ORG,125435,http://www.kulcher.org/,+1 218-385-3339,https://www.tripadvisor.com/UserReview-g43367-d125435-New_York_Mills_Regional_Cultural_Center-New_York_Mills_Minnesota.html?m=66827,#1 of 1 things to do in New York Mills,4.5,"Monday: Closed,Tuesday: 10:00 - 17:00,Wednesday: 10:00 - 17:00,Thursday: 10:00 - 17:00,Friday: 10:00 - 17:00,Saturday: 10:00 - 15:00,Sunday: Closed","1: 0,2: 0,3: 1,4: 6,5: 5",https://media-cdn.tripadvisor.com/media/photo-f/0f/57/f6/b4/main-street-view.jpg
144,CHARLES A WEYERHAEUSER MUSEUM,45.97771,-94.36825,2151 LINDBERGH DR S,LITTLE FALLS,HTTP://MORRISONCOUNTYHISTORY.ORG,8473799,http://morrisoncountyhistory.org,+1 320-632-4007,https://www.tripadvisor.com/UserReview-g43263-d8473799-Charles_A_Weyerhaeuser_Memorial_Museum-Little_Falls_Minnesota.html?m=66827,#7 of 20 things to do in Little Falls,5,FALSE,"1: 0,2: 0,3: 0,4: 2,5: 6",https://media-cdn.tripadvisor.com/media/photo-f/0b/8d/72/7a/the-charles-a-weyerhaeuser.jpg
145,CHARLES P. NOYES COTTAGE,45.08479,-93.00293,4735 LAKE AVE,WHITE BEAR LAKE,NA,18328372,FALSE,FALSE,https://www.tripadvisor.com/UserReview-g43637-d18328372-Charming_cottage_with_views_from_the_porch_of_Birch_Lake_near_White_Bear_Lake_Mn-White_Bear_Lake.html?m=66827,FALSE,FALSE,FALSE,"1: 0,2: 0,3: 0,4: 1,5: 9",
