DISCIPLINE,COMMONNAME,LEGALNAME,ADSTREET,ADCITY,ADSTATE,ADZIP5,WEBURL,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4
CMU,CHILDREN'S MUSEUM OF PHOENIX,CHILDRENS MUSEUM OF PHOENIX,215 N 7TH ST,PHOENIX,AZ,85034,HTTP://CHILDRENSMUSEUMOFPHOENIX.ORG/,-112.06503,33.4504,6,6,1
ART,RAICES TALLER 222 ART GALLERY & WORKSHOP,RAICES TALLER 222 ART GALLERY & WORKSHOP,218 E 6TH STREET,TUCSON,AZ,85705,NA,-110.96797,32.2277,6,6,1
HST,SCOTTSDALE MUSEUM OF NATURAL HISTORY AND CULTURAL CENTER,SCOTTSDALE MUSEUM OF NATURAL HISTORY & CULTURAL CENTER,2558 E LEHI RD,MESA,AZ,85213,NA,-111.77683,33.47239,6,6,4
NAT,INTERNATIONAL ACADEMY OF NATURAL SCIENCE,THE INTERNATIONAL ACADEMY OF NATURAL SCIENCE,989 S MAIN ST STE A184,COTTONWOOD,AZ,86326,NA,-112.00484,34.72305,6,6,3
HST,BULLION PLAZA CULTURAL CENTER & MUSEUM,BULLION PLAZA CULTURAL CENTER & MUSEUM,PO BOX 786,MIAMI,AZ,85539,NA,-110.87103,33.39646,6,6,3
SCI,SCIENCE CENTER OF INQUIRY,THE SCIENCE CENTER OF INQUIRY,13225 NORTH VERDE RIVER DRIVE,FOUNTAIN HILLS,AZ,85268,HTTP://WWW.THESCIENCECENTER.ORG/,-111.71713,33.60679,6,6,2
ART,TUCSON MUSEUM OF ART,TUCSON MUSEUM OF ART,140 N MAIN AVE,TUCSON,AZ,85701,NA,-110.97539,32.22332,6,6,1
HST,PHOENIX MUSEUM OF HISTORY,PHOENIX MUSEUM OF HISTORY,1040 E OSBORN RD UNIT 404,PHOENIX,AZ,85014,NA,-112.05986,33.48801,6,6,1
ART,PHOENIX AFRICAN ART MUSEUM,PHOENIX AFRICAN ART MUSEUM,1719 E PICKRELL DR,PHOENIX,AZ,85042,NA,-112.04534,33.36551,6,6,1
HST,CAVE CREEK MUSEUM,CAVE CREEK MUSEUM INC,PO BOX 1,CAVE CREEK,AZ,85327,HTTP://CAVECREEKMUSEUM.ORG/,-111.94336,33.83384,6,6,2
ART,WEST VALLEY ART MUSEUM,WEST VALLEY ART MUSEUM-SUN CITIES MUSEUM OF ART INC,PO BOX 6377,PEORIA,AZ,85385,HTTP://WWW.WVAM.ORG/,-112.2415,33.57722,6,6,2
HST,JOHNSON HISTORICAL MUSEUM OF THE SOUTHWEST,JOHNSON HISTORICAL MUSEUM OF THE SOUTHWEST,12630 N 103RD AVE STE 214,SUN CITY,AZ,85351,NA,-112.28134,33.5996,6,6,2
HST,SHILOH MUSEUM OF OZARK HISTORY,SHILOH MUSEUM OF OZARK HISTORY,118 W JOHNSON,SPRINGDALE,AR,72764,HTTP://SHILOHMUSEUM.ORG/,-94.13107,36.18645,3,5,1
HST,MOSAIC TEMPLARS CULTURAL CENTER,FRIENDS OF MOSAIC TEMPLARS CULTURAL CENTER INC,501 W 9TH ST,LITTLE ROCK,AR,72201,HTTP://WWW.MOSAICTEMPLARSCENTER.COM,-92.2651,34.74343,3,5,1
NAT,MID-AMERICA MUSEUM,MID-AMERICA SCIENCE MUSEUM,400 MID-AMERICA BLVD,HOT SPRINGS,AR,71913,NA,-93.11695,34.51894,3,5,4
ART,FINE ARTS CENTER GALLERY,FINE ARTS CENTER GALLERY,116 FINE ARTS CENTER,FAYETTEVILLE,AR,72467,HTTP://WWW.UARK.EDU/404.PHP,-90.67934,35.84933,3,5,1
ART,FORT SMITH REGIONAL ART MUSEUM,FORT SMITH REGIONAL ART MUSEUM,1601 ROGERS AVE,FORT SMITH,AR,72902,HTTP://FSRAM.ORG/,-94.41512,35.38116,3,5,1
HST,MELBOURNE HISTORY MUSEUM,CITY OF MELBOURNE HISTORY MUSEUM,915 MAIN ST,MELBOURNE,AR,72556,NA,-91.89038,36.05874,3,5,4
ART,CRYSTAL BRIDGES MUSEUM OF AMERICAN ART,CRYSTAL BRIDGES MUSEUM OF AMERICAN ART INC,600 MUSEUM WAY,BENTONVILLE,AR,72712,NA,-94.19285,36.38053,3,5,1
HST,PERRY COUNTY HISTORICAL MUSEUM,PERRY COUNTY HISTORICAL MUSEUM,PO BOX 1128,PERRYVILLE,AR,72126,NA,-92.82581,34.97681,3,5,4
ART,GALLERY MINT MUSEUM,GALLERY MINT MUSEUM INC,PO BOX 706,EUREKA SPRING,AR,72632,NA,-93.73889,36.3914,3,5,4
CMU,CHILDREN'S MUSEUM OF NORTHWEST ARKANSAS,CHILDREN'S MUSEUM OF NORTHWEST ARKANSAS,902 A S WALTON BLVD SUITE 1,BENTONVILLE,AR,72712,HTTP://WWW.AMAZEUM.ORG/,-94.20959,36.37252,3,5,1
HST,MUSEUM OF NATIVE AMERICAN HISTORY,MUSEUM OF NATIVE AMERICAN HISTORY INC,202 SW 0 ST,BENTONVILLE,AR,72712,HTTP://WWW.MONAH.US,-94.22155,36.36119,3,5,1
HST,MUSEUM OF THE ARKANSAS GRAND PRAIRIE,MUSEUM OF THE ARKANSAS GRAND PRAIRIE INC,921 E 4TH ST,STUTTGART,AR,72160,HTTP://GRANDPRAIRIEMUSEUM.ORG,-91.54159,34.49924,3,5,3
ART,ARKANSAS ARTS CENTER,ARKANSAS ARTS CENTER FOUNDATION,501 E 9TH ST,LITTLE ROCK,AR,72202,HTTP://WWW.ARKARTS.COM,-92.2651,34.74343,3,5,1
HST,CLINTON HOUSE MUSEUM,CLINTON HOUSE MUSEUM,930 W CLINTON DR,FAYETTEVILLE,AR,72701,HTTP://WWW.CLINTONHOUSEMUSEUM.ORG,-94.17116,36.06396,3,5,1
HST,CALICO ROCK MUSEUM FOUNDATION,CALICO ROCK MUSEUM FOUNDATION,104 MAIN ST,CALICO ROCK,AR,72519,HTTP://WWW.CALICOROCKMUSEUM.COM/,-92.14076,36.11614,3,5,4
HST,DELTA GATEWAY MUSEUM,DGM ASSOCIATION,210 WEST MAIN,BLYTHEVILLE,AR,72315,HTTP://DELTAGATEWAYMUSEUM.WEEBLY.COM,-89.90449,35.92751,3,5,3
ART,MUSEUM OF CONTEMPORARY ART OF HOT SPRINGS,MUSEUM OF CONTEMPORARY ART OF HOT SPRINGS INC,425 CENTRAL AVE,HOT SPRINGS,AR,71913,HTTP://MUSEUMOFCONTEMPORARYART.COM,-90.50345,36.05613,3,5,3
HST,OLD STATES HOUSE MUSEUM,OLD STATES HOUSE MUSEUM 1836 CLUB INC,300 W MARKHAM ST,LITTLE ROCK,AR,72201,HTTP://WWW.OLDSTATEHOUSE.COM,-92.27331,34.74858,3,5,1
HST,ARKANSAS AIR MUSEUM,ARKANSAS AIR AND MILITARY MUSEUM,4290 S SCHOOL AVE,FAYETTEVILLE,AR,72701,HTTP://WWW.ARKANSASAIRANDMILITARY.COM,-94.17278,36.01731,3,5,4
ART,OZARK HERITAGE ART CENTER & MUSEUM,OZARK HERITAGE ARTS CENTER,PO BOX 217,LESLIE,AR,72645,NA,-92.55868,35.83104,3,5,4
CMU,HOWARD COUNTY CHILDREN'S CENTER,HOWARD COUNTY CHILDRENS CENTER INC,1577 HIGHWAY 371 W,NASHVILLE,AR,71852,HTTP://WWW.HOWARDCOUNTYCHILDRENSCENTER.COM/,-93.86406,33.95166,3,5,3
HST,DALLAS COUNTY MUSEUM,DALLAS COUNTY MUSEUM INC,PO BOX 703,FORDYCE,AR,71742,NA,-92.41194,33.81207,3,5,3
SCI,ARTS AND SCIENCE CENTER FOR SOUTHEAST ARKANSAS,ARTS & SCIENCE CENTER FOR SOUTHEAST ARKANSAS ENDOWMENT FUND,701 S MAIN STREET,PINE BLUFF,AR,71601,NA,-92.00333,34.22274,3,5,1
HST,OZARK MILITARY MUSEUM,OZARK MILITARY MUSEUM ASSOCIATION INC,4360 S SCHOOL AVE,FAYETTEVILLE,AR,72701,HTTP://WWW.OZARKMILITARYMUSEUM.ORG,-94.17282,36.01667,3,5,4
CMU,CHILDREN'S MUSEUM OF ARKANSAS,CHILDRENS MUSEUM OF ARKANSAS INC,500 PRESIDENT CLLINTON AVE,LITTLE ROCK,AR,72201,NA,-92.16606,34.70142,3,5,4
HST,ARKANSAS COUNTRY DOCTOR MUSEUM,ARKANSAS COUNTRY DOCTOR MUSEUM,PO BOX 1004,LINCOLN,AR,72744,HTTP://DRMUSEUM.NET/,-94.42464,35.95004,3,5,4
HST,OLD INDEPENDENCE REGIONAL MUSEUM,OLD INDEPENDENCE REGIONAL MUSEUM INC,380 S 9TH ST,BATESVILLE,AR,72501,HTTP://WWW.OIRM.ORG,-91.64454,35.77291,3,5,3
HST,VAN BUREN COUNTY HISTORICAL MUSEUM,VAN BUREN COUNTY HISTORICAL MUSEUM INC BERT STARK & GARNIE,PO BOX 1023,CLINTON,AR,72031,NA,-92.48076,35.59093,3,5,4
SCI,AVIATION CADET MUSEUM,AVIATION CADET MUSEUM INC,542 COUNTY ROAD 2073,EUREKA SPGS,AR,72632,HTTP://AVIATIONCADET.COM/,-93.69864,36.43483,3,5,4
HST,CENTRAL HIGH MUSEUM,CENTRAL HIGH MUSEUM INC,2120 DAISY BATES DRIVE,LITTLE ROCK,AR,72202,HTTP://WWW.NPS.GOV/CHSC/INDEX.HTM,-92.29731,34.73877,3,5,1
HST,LONOKE COUNTY MUSEUM,LONOKE COUNTY MUSEUM,PO873,LONOKE,AR,72086,NA,-91.90143,34.78382,3,5,3
HST,HERITAGE HOUSE MUSEUM OF MONTGOMERY COUNTY,HERITAGE HOUSE MUSEUM OF MONTGOMERY COUNTY INC,PO BOX 1362,MOUNT IDA,AR,71957,HTTP://WWW.HHMMC.ORG/,-93.58108,34.55149,3,5,4
HST,RIVER VALLEY MUSEUM OF VAN BUREN,RIVER VALLEY MUSEUM OF VAN BUREN,PO BOX 6572,VAN BUREN,AR,72956,HTTP://WWW.ARKANSAS.COM/ATTRACTIONS/DETAIL.ASPX?ID=19056,-94.35076,35.43734,3,5,2
HST,EDDIE MAE HERRON CENTER,EDDIE MAE HERRON CENTER,1613 W MARR,POCAHONTAS,AR,72455,NA,-90.97967,36.25823,3,5,3
ART,SOUTH ARKANSAS ARTS CENTER,SOUTH ARKANSAS ARTS CENTER,110 E 5TH ST,EL DORADO,AR,71730,HTTP://WWW.SAAC-ARTS.ORG,-92.6623,33.22186,3,5,3
HST,FORT SMITH MUSEUM OF HISTORY,FORT SMITH MUSEUM OF HISTORY,320 ROGERS AVE,FORT SMITH,AR,72901,HTTP://WWW.FORTSMITHMUSEUM.ORG/,-94.42872,35.38803,3,5,1
HST,CHIDESTER MUSEUM AND HISTORIAL ASSOCIATION,CHIDESTER MUSEUM AND HISTORIAL ASSOCIATION,132 WILLOW STREET / PO BOX 351,CHIDESTER,AR,71726,NA,-93.02501,33.66454,3,5,4
SCI,DAISY AIRGUN MUSEUM,DAISY AIRGUN MUSEUM,202 W WALNUT ST,ROGERS,AR,72756,HTTP://WWW.DAISYMUSEUM.COM,-94.11757,36.33302,3,5,1
HST,WESTERN PACIFIC RAILROAD MUSEUM IN PORTOLA,FEATHER RIVER RAIL SOCIETY,700 WESTERN PACIFIC WAY,PORTOLA,CA,96122,HTTP://WWW.WPLIVES.ORG,-120.41702,39.84976,6,8,4
ART,WIGNALL MUSEUM AND GALLERY,WIGNALL MUSEUM AND GALLERY,5885 HAVEN AVE,RANCHO CUCAMONGA,CA,91737,HTTP://WWW.CHAFFEY.EDU/WIGNALL/,-117.57033,34.147,6,8,2
SCI,YOUTH SCIENCE INSTITUTE,YOUTH SCIENCE INSTITUTE,16260 PENITENCIA CREEK RD,SAN JOSE,CA,95127,HTTP://WWW.YSI-CA.ORG,-121.79339,37.39676,6,8,4
ART,UC BERKELEY ART MUSEUM,UC BERKELEY ART MUSEUM,2575 BANCROFT WAY,BERKELEY,CA,94720,HTTP://WWW.BAMPFA.BERKELEY.EDU,-122.25501,37.86917,6,8,1
HST,WOMENS HISTORY MUSEUM AND EDUCATION CENTER,WOMENS HISTORY RECLAMATION PROJECT INC,2323 BROADWAY,SAN DIEGO,CA,92102,HTTP://WOMENSMUSEUMCA.ORG/,-117.21217,32.73884,6,8,1
ART,VICTOR VALLEY MUSEUM & ART GALLERY,VICTOR VALLEY MUSEUM & ART GALLERY,11873 APPLE VALLEY RD,APPLE VALLEY,CA,92308,NA,-117.24226,34.46747,6,8,2
HST,UNDERGROUND GOLD MINERS MUSEUM,UNDERGROUND GOLD MINERS OF CALIFORNIA MUSEUM,356 MAIN ST,ALLEGHANY,CA,95910,HTTP://WWW.UNDERGROUNDGOLD.COM,-120.84712,39.47579,6,8,4
ART,SAN JOSE INST-CONTEMPORARY ART,SAN JOSE INST-CONTEMPORARY ART,451 S 1ST ST,SAN JOSE,CA,95113,HTTP://SJICA.ORG/,-121.8855,37.32922,6,8,1
ART,SOJOURNER TRUTH ART CENTER,SOJOURNER TRUTH ART CENTER,2251 FLORIN RD,SACRAMENTO,CA,95822,NA,-121.48443,38.49666,6,8,1
ART,TATTOO ART MUSEUM,TATTOO ART MUSEUM,841 COLUMBUS AVE,SAN FRANCISCO,CA,94133,NA,-122.41327,37.80232,6,8,1
NAT,SANTA CRUZ MUSEUM OF NATURAL HISTORY,SANTA CRUZ MUSEUM OF NATURAL HISTORY,1305 EAST CLIFF DRIVE,SANTA CRUZ,CA,95062,HTTP://SANTACRUZMUSEUM.ORG/,-122.00979,36.96436,6,8,1
CMU,TEMECULA CHILDREN'S MUSEUM,FRIENDS OF THE TEMECULA CHILDRENS MUSEUM,42081 MAIN ST,TEMECULA,CA,92590,NA,-117.14955,33.49286,6,8,1
ART,SONOMA MUSEUM OF VISUAL ART,SONOMA VALLEY MUSEUM OF ART,50 MARK WEST SPRINGS RD,SANTA ROSA,CA,95403,HTTP://WWW.SVMA.ORG,-122.47206,38.29336,6,8,3
HST,SANTA MONICA HISTORY MUSEUM,SANTA MONICA HISTORY MUSEUM,1350 7TH ST,SANTA MONICA,CA,90401,HTTP://SANTAMONICAHISTORY.ORG/,-118.49314,34.0193,6,8,1
SCI,SCHREDER PLANETARIUM,SCHREDER PLANETARIUM,1644 MAGNOLIA AVE,REDDING,CA,96001,HTTP://WWW.SCHREDERPLANETARIUM.COM/PAGE.CFM?P=21,-122.40089,40.5803,6,8,1
HST,SIERRA NEVADA LOGGING MUSEUM,FRIENDS OF THE LOGGING MUSEUM,2148 DUNBAR RD,ARNOLD,CA,95223,HTTP://SIERRALOGGINGMUSEUM.ORG,-120.30555,38.28868,6,8,4
ART,SAN FRANCISCO MUSEUM OF CRAFT+DESIGN,MUSEUM OF CRAFT AND DESIGN,2569 3RD ST,SAN FRANCISCO,CA,94102,HTTP://WWW.SFMCD.ORG,-122.38803,37.75708,6,8,1
ART,PAPILLION INSTITUTE OF ART,PAPILLION INSTITUTE OF ART,1835 S MAIN ST,LOS ANGELES,CA,90015,HTTP://WWW.PAPILLIONART.COM/,-118.33136,34.0053,6,8,1
ART,RICHARD L NELSON GALLERY,RICHARD L NELSON GALLERY,1 SHEILDS AVENUE,DAVIS,CA,95616,HTTP://NELSONGALLERY.UCDAVIS.EDU/,-121.74755999999999,38.53353,6,8,2
HST,RICHMOND MUSEUM OF HISTORY,RICHMOND MUSEUM ASSN INC,400 NEVIN AVE,RICHMOND,CA,94802,NA,-122.36566,37.93673,6,8,2
HST,NOVATO HISTORY MUSEUM,NOVATO HISTORICAL GUILD,815 DE LONG AVE,NOVATO,CA,94945,HTTP://NOVATO.ORG/ABOUT-NOVATO/ARTS-CULTURE/HISTORY-MUSEUMS-OF-NOVATO,-122.56934,38.10607,6,8,2
HST,SACRAMENTO HISTORY MUSEUM,WORLD WILDLIFE AND NATURAL HISTORY MUSEUM OF SACRAMENTO,101 EYE STREET,SACRAMENTO,CA,95814,NA,-121.50439,38.58468,6,8,1
NAT,RAYMOND ALF MUSEUM,RAYMOND M ALF MUSEUM,1175 WEST BASELINE ROAD,CLAREMONT,CA,91711,NA,-117.73957,34.12575,6,8,2
HST,ORANGE COUNTY NATURAL HISTORY MUSEUM,ORANGE COUNTY NATURAL HISTORY MUSEUM,28373 ALICIA PKWY,LAGUNA NIGUEL,CA,92677,NA,-117.71828,33.55466,6,8,2
ART,PERFORMANCE ART INSTITUTE,PERFORMANCE ART INSTITUTE,575 SUTTER ST,SAN FRANCISCO,CA,94102,NA,-122.40982,37.78897,6,8,1
ART,PACIFIC GROVE ART CENTER,PACIFIC GROVE ART CENTER ASSOCIATION INC,568 LIGHTHOUSE AVE,PACIFIC GROVE,CA,93950,HTTP://WWW.PGARTCENTER.ORG,-121.92133,36.61885,6,8,2
SCI,REUBEN H FLEET SCIENCE CENTER,REUBEN H FLEET SCIENCE CENTER,1875 EL PRADO,SAN DIEGO,CA,92101,HTTP://WWW.RHFLEET.ORG,-117.1508,32.74961,6,8,1
HST,SAN FERNANDO CULTURAL ARTS AND HISTORY MUSEUM,SAN FERNANDO CULTURAL ARTS AND HISTORY MUSEUM,519 S BRAND BLVD,SAN FERNANDO,CA,91340,NA,-118.44346,34.27915,6,8,2
HST,SS RED OAK VICTORY,RICHMOND MUSEUM ASSN INC,1337 CANAL BLVD,RICHMOND,CA,94804,NA,-122.36566,37.93673,6,8,2
HST,PLUMAS COUNTY MUSEUM,PLUMAS COUNTY MUSEUM ASSOCIATION,500 JACKSON STREET,QUINCY,CA,95971,NA,-120.94808,39.93569,6,8,3
HST,MARITIME MUSEUM-SAN FRANCISCO,SAN FRANCISCO MARITIME NATIONAL PARK ASSOCIATION,FORT MASON,SAN FRANCISCO,CA,94123,NA,-122.4321,37.80529,6,8,1
SCI,MOUNT WILSON OBSERVATORY,MOUNT WILSON OBSERVATORY,HOLLADAY RD,LA CANADA FLINTRIDGE,CA,91024,HTTP://WWW.MTWILSON.EDU,-118.18846,34.19892,6,8,2
HST,NEEDLES REGIONAL MUSEUM,ANUL CUWHAL SANTA ISABEL NEEDLES REGIONAL MUSEUM,929 FRONT ST,NEEDLES,CA,92363,NA,-114.61108,34.83805,6,8,3
HST,CONTEMPOARY JEWISH MUSEUM,CONTEMPOARY JEWISH MUSEUM,282 2ND ST,SAN FRANCISCO,CA,94105,HTTP://WWW.THECJM.ORG,-122.40245,37.78602,6,8,1
ART,MCNABB MARTIN CONTEMPORARY ART,MCNABB MARTIN CONTEMPORARY ART,1990 COLUMBIA ST,SAN DIEGO,CA,92101,HTTP://MCNABBMARTINCONTEMPORARYART.COM/,-117.16817,32.72546,6,8,1
HST,MARSHALL GOLD DISCOVERY STATE HISTORIC PARK,GOLD DISCOVERY PARK ASSOCIATION,310 BACK ST,COLOMA,CA,95613,HTTP://WWW.PARKS.CA.GOV/?PAGE_ID=484,-120.88907,38.7975,6,8,4
ART,MUSEUM OF NEON ART,MUSEUM OF NEON ART,501 W OLYMPIC BLVD,LOS ANGELES,CA,90015,HTTP://WWW.NEONMONA.ORG,-118.26094,34.04358,6,8,1
ART,MUSEUM OF CONTEMPORY ART,MUSEUM OF CONTEMPORARY ART SAN DIEGO,1001 KETTNER BLVD,SAN DIEGO,CA,92101,HTTP://WWW.MCASD.ORG,-117.16174,32.71851,6,8,1
HST,MUSEUM OF SAN RAMON VALLEY,MUSEUM OF THE SAN RAMON VALLEY,205 RAILROAD AVE,DANVILLE,CA,94526,HTTP://WWW.MUSEUMSRV.ORG,-121.98559,37.8147,6,8,2
ART,MEXICAN AMERICAN MUSEUM OF ART OF NORTHAMERICA,MEXICAN AMERICAN MUSEUM OF ART OF NORTHAMERICA,1025 S LINWOOD AVE,SANTA ANA,CA,92705,HTTP://WWW.BOWERS.ORG,-117.84847,33.73502,6,8,1
HST,INTERNATIONAL PRINTING MUSEUM,INTERNATIONAL PRINTING MUSEUM FOUNDATION,315 W TORRANCE BLVD,CARSON,CA,90745,HTTP://WWW.PRINTMUSEUM.ORG,-118.1614,33.98527,6,8,2
HST,LONE PINE FILM HISTORY MUSEUMS,LONE PINE FILM HISTORY MUSEUMS,701 S MAIN ST,LONE PINE,CA,93545,HTTP://WWW.LONEPINEFILMHISTORYMUSEUM.ORG,-118.07963,36.57289,6,8,4
CMU,LAKE ARROWHEAD CHILDREN'S MUSEUM,LAKE ARROWHEAD CHILDREN'S MUSEUM,28200 HIGHWAY 189,LAKE ARROWHEAD,CA,92352,NA,-117.18978,34.2493,6,8,3
HST,IMMIGRATION MUSEUM,NEW AMERICANS MUSEUM INC,101 W BROADWAY,SAN DIEGO,CA,92101,HTTP://WWW.NEWAMERICANSMUSEUM.ORG/,-117.21317,32.73842,6,8,1
SCI,IMAGINARIUM SCIENCE CENTER OF NEVADA COUNTY,IMAGINARIUM SCIENCE CENTER OF NEVADA COUNTY,112 NEVADA CITY HWY,NEVADA CITY,CA,95959,NA,-121.02989,39.25249,6,8,3
HST,KIMBERLY CREST HOUSE AND GARDENS,KIMBERLY-SHIRK ASSOC,1325 PROSPECT DRIVE,REDLANDS,CA,92373,HTTP://KIMBERLYCREST.ORG/,-117.16971,34.03724,6,8,1
HST,JACK LONDON STATE HISTORIC PARK,VALLEY OF THE MOON NATURAL HISTORY ASSOCIATION,2400 LONDON RANCH ROAD,GLEN ELLEN,CA,95442,HTTP://WWW.JACKLONDONPARK.COM/,-122.54405,38.35475,6,8,4
HST,JOSS HOUSE MUSEUM,JOSS HOUSE MUSEUM & CHINESE HISTORY CENTER,215 SACRAMENTO ST,AUBURN,CA,95603,NA,-121.07768,38.89358,6,8,3
HST,LOMITA RAILROAD MUSEUM,LOMITA RAILROAD FOUNDATION INC,2137 250TH ST,LOMITA,CA,90717,HTTP://WWW.LOMITA-RR.ORG,-118.31761,33.79393,6,8,2
ART,HOBRECHT SPORTS ART,HOBRECHT SPORTS ART,350 N COAST HWY,LAGUNA BEACH,CA,92651,NA,-117.78943,33.54417,6,8,2
CMU,IMAGINE U CHILDREN'S MUSEUM,IMAGINE U CHILDREN'S MUSEUM,700 E MAIN ST,VISALIA,CA,93292,HTTP://IMAGINEUMUSEUM.ORG/,-119.28524,36.33027,6,8,1
HST,LOMPOC MUSEUM,LOMPOC MUSEUM ASSOCIATES INC,200 SOUTH H STREET,LOMPAC,CA,93436,HTTP://WWW.LOMPOCMUSEUM.ORG,-120.4575,34.63705,6,8,2
HST,HOLLYWOOD HERITAGE MUSEUM,THE HOLLYWOOD MUSEUM,2100 N HIGHLAND AVE,LOS ANGELES,CA,90068,NA,-118.33859,34.10104,6,8,1
HST,GLBT HISTORY MUSEUM,GAY LESBIAN BISEXUAL TRANSGENDER HISTORICAL SOCIETY,4127 18TH ST,SAN FRANCISCO,CA,94114,HTTP://WWW.GLBTHISTORY.ORG,-122.40099,37.78694,6,8,1
SCI,GRIFFITH OBSERVATORY,GRIFFITH OBSERVATORY,4800 WESTERN HERITAGE WAY,LOS ANGELES,CA,90027,HTTP://GRIFFITHOBSERVATORY.ORG/,-118.29973,34.12039,6,8,4
HST,GEORGE WESTMORE RESEARCH LIBRARY AND MUSEUM,GEORGE WESTMORE RESEARCH LIBRARYAND MUSEUM INC,916 W BURBANK BLVD,BURBANK,CA,91506,HTTPS://WESTMOREMUSEUM.WORDPRESS.COM/,-118.40668,34.1693,6,8,1
ART,FULLERTON ART MUSEUM,FULLERTON ART MUSEUM,5500 UNIVERSITY PKWY,SAN BERNARDINO,CA,92407,NA,-117.3301,34.17661,6,8,1
HST,GOLDEN STATE MUSEUM,GOLDEN STATE MODEL RAILROAD MUSEUM,1020 O ST,SACRAMENTO,CA,95814,HTTP://WWW.GSMRM.ORG/,-122.38598,37.91467,6,8,2
HST,FLYING LEATHERNECK MUSEUM,FLYING LEATHERNECK HISTORICAL,4203 ANDERSON AVE,SAN DIEGO,CA,92145,NA,-117.12276,32.88324,6,8,1
ART,FULLERTON ART GALLERY,FULLERTON MUSEUM CENTER ASSOCIATION,301 N POMONA AVE,FULLERTON,CA,92634,HTTP://WWW.CITYOFFULLERTON.COM,-117.92217,33.87254,6,8,1
CMU,CHILDREN'S MUSEUM OF ORANGE COUNTY,PRETEND CITY THE CHILDRENS MUSEUM OF ORANGE COUNTY,17752 SKY PARK CIR,IRVINE,CA,92614,HTTP://PRETENDCITY.ORG/,-117.74236,33.64063,6,8,1
CMU,CHILDREN'S MUSEUM OF LOS ANGLES,CHILDRENS MUSEUM OF LA,11800 FOOTHILL BLVD,SYLMAR,CA,91342,NA,-118.39416,34.27793,6,8,1
HST,EDWARD-DEAN MUSEUM AND GARDENS,FRIENDS OF THE EDWARD-DEAN MUSEUM,9401 OAK GLEN RD,CHERRY VALLEY,CA,92223,HTTP://WWW.EDWARD-DEANMUSEUM.ORG,-116.97635,33.9404,6,8,2
HST,COOPER REGIONAL HISTORY MUSEUM,CHAFFEY COMMUNITIES CULTURAL CENTER,217 A ST,UPLAND,CA,91786,HTTP://WWW.COOPERMUSEUM.ORG,-117.6488,34.10263,6,8,2
ART,CORITA ART CENTER,CORITA ART CENTER,5515 FRANKLIN AVENUE,LOS ANGELES,CA,90028,HTTPS://WWW.CORITA.ORG,-118.31074,34.10672,6,8,1
CMU,CHILDREN'S DISCOVERY MUSEUM,CHILDREN'S DISCOVERY MUSEUM,2787 STATE ST,CARLSBAD,CA,92008,NA,-117.3506,33.16175,6,8,1
ART,CHAFFEY COMMUNITY MUSEUM OF ART,CHAFFEY COMMUNITY ART ASSOCIATION,12467 BASELINE RD,RANCHO CUCAMONGA,CA,91739,HTTP://WWW.CHAFFEYMUSEUM.ORG,-117.6495,34.0625,6,8,1
NAT,ALBINGER ARCHAEOLOGICAL MUSEUM,ALBINGER ARCHAEOLOGICAL MUSEUM,113 E MAIN ST,VENTURA,CA,93001,NA,-119.29911,34.28093,6,8,1
ART,ANDERSON ART COLLECTION,ANDERSON ART COLLECTION,2440 SAND HILL RD,MENLO PARK,CA,94025,HTTP://WWW.AACOLLECTION.COM,-122.2006,37.42185,6,8,2
HST,ALVARADO PARK,ALVARADO PARK,5755 MCBRYDE AVE,OAKLAND,CA,94605,NA,-122.16414,37.76439,6,8,1
ART,CARNEGIE ART MUSEUM,CARNEGIE ART MUSEUM CORNERSTONES,424 SOUTH C STREET,OXNARD,CA,93030,HTTP://WWW.CARNEGIEAM.ORG,-119.18099,34.19879,6,8,1
ART,ART CENTER SAN LUIS OBISPO,SAN LUIS OBISPO MUSEUM OF ART,1010 BROAD ST,SAN LUIS OBISPO,CA,93401,HTTP://WWW.SLOMA.ORG,-120.66101,35.27968,6,8,1
HST,BANNING RESIDENCE MUSEUM,FRIENDS OF BANNING PARK CORPORATION,401 E M ST,WILMINGTON,CA,90744,HTTP://WWW.THEBANNINGMUSEUM.ORG,-118.2598,33.78909,6,8,1
ART,BAKERSFIELD MUSEUM OF ART,BAKERSFIELD ART FOUNDATION INC,1930 R STREET,BAKERSFIELD,CA,93301,HTTP://WWW.BMOA.ORG/,-119.00897,35.37678,6,8,1
ART,ASTO MUSEUM OF ART,ASTO MUSEUM OF ART,4505 HUNTINGTON DR S,LOS ANGELES,CA,90032,HTTP://ASTOMOA.ORG/,-118.18788,34.0845,6,8,1
CMU,BOWERS KIDSEUM,BOWERS KIDSEUM,1802 N MAIN ST,SANTA ANA,CA,92706,HTTP://WWW.BOWERS.ORG,-117.86764,33.76105,6,8,1
HST,ADAMSON HOUSE MUSEUM,MALIBU ADAMSON HOUSE FOUNDATION,23200 PACIFIC COAST HWY,MALIBU,CA,90265,HTTP://WWW.ADAMSONHOUSE.ORG,-118.67889,34.03581,6,8,2
HST,CALIFORNIA MEMORIAL MUSEUM,CALIFORNIA COLD WAR MUSEUM & MEMORIAL INC,3500 PELCO WAY,CLOVIS,CA,93612,NA,-121.6135,39.09558,6,8,1
